city,lat,lon,temp,feels_like,temp_min,temp_max,pressure,humidity,wind_speed,clouds,weather,sunrise,sunset,timestamp
Witvlei,-22.4,18.4833,29.4,28.04,29.4,29.4,1012.0,27.0,3.41,19.0,few clouds,1767845380.0,1767893715.0,1767859335.0
5,1767834145.0,,,,,,,,,,,,,
0537,,,,,,,,,,,,,,
939,,,,,,,,,,,,,,
Windhoek,-22.5594,17.0832,28.27,27.2,28.27,30.79,1013.0,28.0,4.63,0.0,clear sky,1767845697.0,1767894070.0,1767862837.0
Swakopmund,-22.6833,14.5333,22.21,22.47,22.21,22.21,1014.0,76.0,2.24,40.0,scattered clouds,1767846295.0,1767894696.0,1767862718.0
Walvis Bay,-22.9575,14.5053,22.08,22.15,22.08,22.08,1014.0,69.0,2.96,30.0,scattered clouds,1767846269.0,1767894736.0,1767862933.0
Arandis,-22.4167,14.9667,25.72,25.44,25.72,25.72,1013.0,42.0,2.99,72.0,broken clouds,1767846222.0,1767894561.0,1767862933.0
Usakos,-22.0,15.6,30.88,28.94,30.88,30.88,1013.0,19.0,2.16,36.0,scattered clouds,1767846120.0,1767894359.0,1767862933.0
Omaruru,-21.4333,15.9333,31.01,29.02,31.01,31.01,1012.0,18.0,3.58,27.0,scattered clouds,1767846106.0,1767894213.0,1767862813.0
Henties Bay,-22.116,14.2845,21.26,21.4,21.26,21.26,1014.0,75.0,2.81,10.0,clear sky,1767846422.0,1767894689.0,1767862933.0
Oshakati,-17.7833,15.6833,28.71,27.37,28.71,28.71,1012.0,24.0,5.41,45.0,scattered clouds,1767846581.0,1767893858.0,1767862933.0
Ongwediva,-17.7833,15.7667,28.62,27.3,28.62,28.62,1012.0,24.0,5.44,54.0,broken clouds,1767846561.0,1767893838.0,1767862933.0
Ompundja,-17.9115,15.7014,29.1,27.63,29.1,29.1,1012.0,23.0,5.18,59.0,broken clouds,1767846563.0,1767893868.0,1767862933.0
Eenhana,-17.4667,16.3333,31.85,29.89,31.85,31.85,1011.0,21.0,4.95,38.0,scattered clouds,1767846460.0,1767893667.0,1767862805.0
Helao Nafidi,-17.4247,15.8925,30.32,28.57,30.32,30.32,1012.0,22.0,5.69,18.0,few clouds,1767846570.0,1767893768.0,1767862933.0
Tsandi,-17.7463,14.8866,30.27,28.68,30.27,30.27,1012.0,25.0,4.6,5.0,clear sky,1767846776.0,1767894045.0,1767862933.0
Okahao,-17.885,15.0667,29.82,28.34,29.82,29.82,1012.0,26.0,4.87,4.0,clear sky,1767846718.0,1767894017.0,1767862933.0
Tsumeb,-19.2333,17.7167,32.33,30.85,32.33,32.33,1010.0,27.0,5.35,7.0,clear sky,1767845931.0,1767893532.0,1767862933.0
Oniipa,-17.9141,16.0424,30.05,28.39,30.05,30.05,1012.0,23.0,5.7,54.0,broken clouds,1767846480.0,1767893786.0,1767862933.0
Otjiwarongo,-20.4637,16.6477,31.21,29.36,31.21,31.21,1011.0,22.0,5.39,10.0,clear sky,1767846047.0,1767893929.0,1767862796.0
Grootfontein,-19.5667,18.1167,26.76,27.04,26.76,26.76,1011.0,47.0,1.54,0.0,clear sky,1767845797.0,1767893474.0,1767862934.0
Okakarara,-20.5833,17.4333,31.29,29.62,31.29,31.29,1011.0,25.0,3.6,9.0,clear sky,1767845845.0,1767893754.0,1767862934.0
Opuwo,-18.0607,13.84,29.57,28.24,29.57,29.57,1013.0,28.0,1.92,11.0,few clouds,1767846993.0,1767894331.0,1767862934.0
Khorixas,-20.3667,14.9667,27.43,26.42,27.43,27.43,1013.0,22.0,2.56,56.0,broken clouds,1767846462.0,1767894321.0,1767862934.0
Katima Mulilo,-17.5,24.2667,30.58,31.1,30.58,30.58,1010.0,45.0,2.58,61.0,broken clouds,1767844552.0,1767891766.0,1767862934.0
Kongola,9.0665,-10.1959,23.35,22.79,23.35,23.35,1016.0,40.0,3.67,97.0,overcast clouds,1767855512.0,1767897353.0,1767862934.0
Rundu,-17.9333,19.7667,33.6,32.45,33.6,33.6,1009.0,28.0,1.96,25.0,scattered clouds,1767845584.0,1767892895.0,1767862934.0
Otjiwarongo,-20.4637,16.6477,31.21,29.36,31.21,31.21,1011.0,22.0,5.39,10.0,clear sky,1767846047.0,1767893929.0,1767862796.0
Mariental,-24.6333,17.9667,33.18,30.84,33.18,33.18,1012.0,15.0,3.27,2.0,clear sky,1767845234.0,1767894109.0,1767862803.0
Rehoboth,-23.3167,17.0833,30.46,28.59,30.46,30.46,1013.0,19.0,3.28,24.0,few clouds,1767845607.0,1767894160.0,1767862934.0
Gibeon,37.9724,-76.6197,1.13,-1.31,1.03,3.66,1020.0,90.0,2.15,71.0,broken clouds,1767874954.0,1767909803.0,1767862934.0
Keetmanshoop,-26.5833,18.1333,31.29,29.26,31.29,31.29,1013.0,18.0,2.74,0.0,clear sky,1767844949.0,1767894314.0,1767862934.0
Lüderitz,-26.6481,15.1594,24.66,24.43,24.66,24.66,1014.0,48.0,6.7,0.0,clear sky,1767845655.0,1767895036.0,1767862806.0
Oranjemund,-28.55,16.4333,22.44,22.1,22.44,22.44,1016.0,52.0,5.93,0.0,clear sky,1767845100.0,1767894979.0,1767862805.0
Karasburg,-28.0167,18.75,29.5,27.75,29.5,29.5,1014.0,15.0,3.05,0.0,clear sky,1767844614.0,1767894352.0,1767862934.0
Gobabis,-22.45,18.9667,30.99,29.4,30.99,30.99,1012.0,26.0,3.82,8.0,clear sky,1767845258.0,1767893605.0,1767862934.0
Leonardville,39.3644,-96.8589,7.61,5.74,7.61,7.61,1002.0,67.0,2.85,100.0,overcast clouds,1767880041.0,1767914434.0,1767862934.0
Witvlei,-22.4,18.4833,30.86,29.15,30.86,30.86,1012.0,24.0,3.52,16.0,few clouds,1767845380.0,1767893715.0,1767862935.0
893715,1767859335.0,,,,,,,,,,,,,
5,1767834145.0,,,,,,,,,,,,,
0537,,,,,,,,,,,,,,
939,,,,,,,,,,,,,,
Windhoek,-22.5594,17.0832,30.27,28.58,30.27,30.79,1012.0,23.0,4.12,0.0,clear sky,1767845697.0,1767894070.0,1767866535.0
Swakopmund,-22.6833,14.5333,20.56,20.71,20.56,20.56,1013.0,78.0,2.85,42.0,scattered clouds,1767846295.0,1767894696.0,1767866536.0
Walvis Bay,-22.9575,14.5053,24.53,24.61,24.53,24.53,1013.0,60.0,3.09,20.0,few clouds,1767846269.0,1767894736.0,1767866536.0
Arandis,-22.4167,14.9667,27.72,27.25,27.72,27.72,1013.0,37.0,3.39,62.0,broken clouds,1767846222.0,1767894561.0,1767866536.0
Usakos,-22.0,15.6,32.75,30.53,32.75,32.75,1012.0,17.0,3.28,33.0,scattered clouds,1767846120.0,1767894359.0,1767866536.0
Omaruru,-21.4333,15.9333,32.53,30.33,32.53,32.53,1011.0,17.0,3.69,25.0,scattered clouds,1767846106.0,1767894213.0,1767866400.0
Henties Bay,-22.116,14.2845,21.87,21.99,21.87,21.87,1013.0,72.0,3.18,15.0,few clouds,1767846422.0,1767894689.0,1767866536.0
Oshakati,-17.7833,15.6833,31.11,29.22,31.11,31.11,1011.0,21.0,5.53,41.0,scattered clouds,1767846581.0,1767893858.0,1767866536.0
Ongwediva,-17.7833,15.7667,31.25,29.34,31.25,31.25,1011.0,21.0,5.56,45.0,scattered clouds,1767846561.0,1767893838.0,1767866536.0
Ompundja,-17.9115,15.7014,31.19,29.29,31.19,31.19,1011.0,21.0,5.38,54.0,broken clouds,1767846563.0,1767893868.0,1767866536.0
Eenhana,-17.4667,16.3333,33.67,31.62,33.67,33.67,1010.0,20.0,4.71,30.0,scattered clouds,1767846460.0,1767893667.0,1767866536.0
Helao Nafidi,-17.4247,15.8925,32.1,30.07,32.1,32.1,1011.0,20.0,5.62,16.0,few clouds,1767846570.0,1767893768.0,1767866537.0
Tsandi,-17.7463,14.8866,32.07,30.16,32.07,32.07,1011.0,22.0,4.43,7.0,clear sky,1767846776.0,1767894045.0,1767866537.0
Okahao,-17.885,15.0667,31.64,29.75,31.64,31.64,1011.0,22.0,4.64,8.0,clear sky,1767846718.0,1767894017.0,1767866537.0
Tsumeb,-19.2333,17.7167,33.25,31.77,33.25,33.25,1010.0,26.0,5.04,7.0,clear sky,1767845931.0,1767893532.0,1767866537.0
Oniipa,-17.9141,16.0424,31.89,29.93,31.89,31.89,1011.0,21.0,5.62,44.0,scattered clouds,1767846480.0,1767893786.0,1767866537.0
Otjiwarongo,-20.4637,16.6477,32.4,30.42,32.4,32.4,1011.0,21.0,4.95,9.0,clear sky,1767846047.0,1767893929.0,1767866537.0
Grootfontein,-19.5667,18.1167,29.76,29.31,29.76,29.76,1010.0,39.0,2.06,20.0,few clouds,1767845797.0,1767893474.0,1767866537.0
Okakarara,-20.5833,17.4333,32.93,31.11,32.93,32.93,1010.0,23.0,3.44,9.0,clear sky,1767845845.0,1767893754.0,1767866537.0
Opuwo,-18.0607,13.84,31.47,29.79,31.47,31.47,1012.0,25.0,1.71,12.0,few clouds,1767846993.0,1767894331.0,1767866537.0
Khorixas,-20.3667,14.9667,29.19,27.58,29.19,29.19,1012.0,19.0,3.49,62.0,broken clouds,1767846462.0,1767894321.0,1767866537.0
Katima Mulilo,-17.5,24.2667,32.77,32.84,32.77,32.77,1009.0,37.0,2.23,50.0,scattered clouds,1767844552.0,1767891766.0,1767866537.0
Kongola,9.0665,-10.1959,25.59,25.12,25.59,25.59,1016.0,35.0,4.27,94.0,overcast clouds,1767855512.0,1767897353.0,1767866537.0
Rundu,-17.9333,19.7667,35.02,33.61,35.02,35.02,1008.0,24.0,2.49,33.0,scattered clouds,1767845584.0,1767892895.0,1767866537.0
Otjiwarongo,-20.4637,16.6477,32.4,30.42,32.4,32.4,1011.0,21.0,4.95,9.0,clear sky,1767846047.0,1767893929.0,1767866537.0
Mariental,-24.6333,17.9667,34.36,31.9,34.36,34.36,1011.0,14.0,2.96,1.0,clear sky,1767845234.0,1767894109.0,1767866537.0
Rehoboth,-23.3167,17.0833,31.95,29.8,31.95,31.95,1012.0,17.0,3.09,19.0,few clouds,1767845607.0,1767894160.0,1767866537.0
Gibeon,37.9724,-76.6197,2.64,0.51,2.64,3.1,1020.0,91.0,2.1,54.0,broken clouds,1767874954.0,1767909803.0,1767866537.0
Keetmanshoop,-26.5833,18.1333,32.78,30.52,32.78,32.78,1012.0,16.0,2.16,0.0,clear sky,1767844949.0,1767894314.0,1767866538.0
Lüderitz,-26.6481,15.1594,24.09,23.89,24.09,24.09,1013.0,51.0,7.41,0.0,clear sky,1767845655.0,1767895036.0,1767866538.0
Oranjemund,-28.55,16.4333,22.73,22.42,22.73,22.73,1015.0,52.0,6.69,0.0,clear sky,1767845100.0,1767894979.0,1767866538.0
Karasburg,-28.0167,18.75,31.34,29.21,31.34,31.34,1013.0,12.0,3.01,0.0,clear sky,1767844614.0,1767894352.0,1767866538.0
Gobabis,-22.45,18.9667,32.16,30.19,32.16,32.16,1011.0,21.0,3.41,8.0,clear sky,1767845258.0,1767893605.0,1767866538.0
Leonardville,39.3644,-96.8589,6.98,4.92,6.58,6.98,1001.0,71.0,2.94,100.0,overcast clouds,1767880041.0,1767914434.0,1767866538.0
Witvlei,-22.4,18.4833,32.12,30.15,32.12,32.12,1011.0,21.0,3.59,14.0,few clouds,1767845380.0,1767893715.0,1767866538.0
67859335,,,,,,,,,,,,,,
5,1767834145.0,,,,,,,,,,,,,
0537,,,,,,,,,,,,,,
939,,,,,,,,,,,,,,
Windhoek,-22.5594,17.0832,31.27,29.28,31.27,32.46,1011.0,19.0,2.57,20.0,few clouds,1767845697.0,1767894070.0,1767869871.0
Swakopmund,-22.6833,14.5333,20.78,20.92,20.78,20.78,1013.0,77.0,3.58,39.0,scattered clouds,1767846295.0,1767894696.0,1767870097.0
Walvis Bay,-22.9575,14.5053,25.53,25.63,25.53,25.53,1013.0,57.0,3.09,0.0,clear sky,1767846269.0,1767894736.0,1767870149.0
Arandis,-22.4167,14.9667,29.5,28.44,29.5,29.5,1012.0,32.0,3.95,53.0,broken clouds,1767846222.0,1767894561.0,1767870149.0
Usakos,-22.0,15.6,34.1,31.82,34.1,34.1,1011.0,17.0,4.08,33.0,scattered clouds,1767846120.0,1767894359.0,1767870149.0
Omaruru,-21.4333,15.9333,33.78,31.45,33.78,33.78,1010.0,16.0,3.35,34.0,scattered clouds,1767846106.0,1767894213.0,1767870149.0
Henties Bay,-22.116,14.2845,22.25,22.38,22.25,22.25,1012.0,71.0,3.67,17.0,few clouds,1767846422.0,1767894689.0,1767870149.0
Oshakati,-17.7833,15.6833,32.71,30.59,32.71,32.71,1010.0,19.0,5.4,35.0,scattered clouds,1767846581.0,1767893858.0,1767870042.0
Ongwediva,-17.7833,15.7667,32.84,30.78,32.84,32.84,1010.0,20.0,5.49,38.0,scattered clouds,1767846561.0,1767893838.0,1767870149.0
Ompundja,-17.9115,15.7014,32.66,30.61,32.66,32.66,1010.0,20.0,5.23,45.0,scattered clouds,1767846563.0,1767893868.0,1767870149.0
Eenhana,-17.4667,16.3333,34.9,32.82,34.9,34.9,1009.0,19.0,4.71,28.0,scattered clouds,1767846460.0,1767893667.0,1767870149.0
Helao Nafidi,-17.4247,15.8925,33.6,31.47,33.6,33.6,1010.0,19.0,5.37,15.0,few clouds,1767846570.0,1767893768.0,1767870149.0
Tsandi,-17.7463,14.8866,33.35,31.29,33.35,33.35,1010.0,20.0,4.29,7.0,clear sky,1767846776.0,1767894045.0,1767870149.0
Okahao,-17.885,15.0667,33.03,30.97,33.03,33.03,1010.0,20.0,4.26,12.0,few clouds,1767846718.0,1767894017.0,1767870149.0
Tsumeb,-19.2333,17.7167,34.03,32.56,34.03,34.03,1009.0,25.0,5.02,10.0,clear sky,1767845931.0,1767893532.0,1767870149.0
Oniipa,-17.9141,16.0424,33.26,31.2,33.26,33.26,1009.0,20.0,5.29,37.0,scattered clouds,1767846480.0,1767893786.0,1767870149.0
Otjiwarongo,-20.4637,16.6477,33.33,31.27,33.33,33.33,1010.0,20.0,4.61,9.0,clear sky,1767846047.0,1767893929.0,1767870149.0
Grootfontein,-19.5667,18.1167,30.76,30.22,30.76,30.76,1009.0,37.0,2.57,20.0,few clouds,1767845797.0,1767893474.0,1767870150.0
Okakarara,-20.5833,17.4333,34.17,32.14,34.17,34.17,1009.0,20.0,3.69,9.0,clear sky,1767845845.0,1767893754.0,1767870150.0
Opuwo,-18.0607,13.84,33.01,31.1,33.01,33.01,1010.0,22.0,1.57,12.0,few clouds,1767846993.0,1767894331.0,1767870150.0
Khorixas,-20.3667,14.9667,30.87,28.87,30.87,30.87,1011.0,17.0,4.29,66.0,broken clouds,1767846462.0,1767894321.0,1767870150.0
Katima Mulilo,-17.5,24.2667,34.2,34.34,34.2,34.2,1008.0,34.0,1.99,50.0,scattered clouds,1767844552.0,1767891766.0,1767870150.0
Kongola,9.0665,-10.1959,27.65,26.85,27.65,27.65,1015.0,30.0,4.32,94.0,overcast clouds,1767855512.0,1767897353.0,1767870150.0
Rundu,-17.9333,19.7667,36.39,34.99,36.39,36.39,1007.0,22.0,2.1,43.0,scattered clouds,1767845584.0,1767892895.0,1767870150.0
Otjiwarongo,-20.4637,16.6477,33.33,31.27,33.33,33.33,1010.0,20.0,4.61,9.0,clear sky,1767846047.0,1767893929.0,1767870149.0
Mariental,-24.6333,17.9667,35.12,32.56,35.12,35.12,1010.0,13.0,2.25,1.0,clear sky,1767845234.0,1767894109.0,1767870150.0
Rehoboth,-23.3167,17.0833,33.01,30.69,33.01,33.01,1011.0,15.0,2.65,16.0,few clouds,1767845607.0,1767894160.0,1767870150.0
Gibeon,37.9724,-76.6197,0.03,-2.33,0.03,2.55,1021.0,91.0,1.93,43.0,scattered clouds,1767874954.0,1767909803.0,1767870150.0
Keetmanshoop,-26.5833,18.1333,34.21,31.76,34.21,34.21,1011.0,14.0,2.42,0.0,clear sky,1767844949.0,1767894314.0,1767870150.0
Lüderitz,-26.6481,15.1594,24.92,24.75,24.92,24.92,1013.0,49.0,8.51,0.0,clear sky,1767845655.0,1767895036.0,1767870150.0
Oranjemund,-28.55,16.4333,22.79,22.51,22.79,22.79,1015.0,53.0,7.42,0.0,clear sky,1767845100.0,1767894979.0,1767870150.0
Karasburg,-28.0167,18.75,33.05,30.65,33.05,33.05,1012.0,9.0,3.84,0.0,clear sky,1767844614.0,1767894352.0,1767870150.0
Gobabis,-22.45,18.9667,33.16,31.03,33.16,33.16,1010.0,19.0,3.44,12.0,few clouds,1767845258.0,1767893605.0,1767870150.0
Leonardville,39.3644,-96.8589,7.17,5.07,6.58,8.09,1001.0,73.0,3.06,100.0,overcast clouds,1767880041.0,1767914434.0,1767870151.0
Witvlei,-22.4,18.4833,33.02,30.89,33.02,33.02,1010.0,19.0,3.5,14.0,few clouds,1767845380.0,1767893715.0,1767870151.0
9335,,,,,,,,,,,,,,
5,1767834145.0,,,,,,,,,,,,,
0537,,,,,,,,,,,,,,
939,,,,,,,,,,,,,,
Windhoek,-22.5594,17.0832,32.27,30.13,32.27,33.57,1011.0,18.0,1.03,0.0,clear sky,1767845697.0,1767894070.0,1767873703.0
Swakopmund,-22.6833,14.5333,23.88,24.2,23.88,23.88,1012.0,72.0,3.13,16.0,few clouds,1767846295.0,1767894696.0,1767873608.0
Walvis Bay,-22.9575,14.5053,27.53,27.72,27.53,27.53,1012.0,47.0,3.6,0.0,clear sky,1767846269.0,1767894736.0,1767873736.0
Arandis,-22.4167,14.9667,30.56,29.37,30.56,30.56,1011.0,31.0,4.21,29.0,scattered clouds,1767846222.0,1767894561.0,1767873737.0
Usakos,-22.0,15.6,35.14,32.88,35.14,35.14,1010.0,17.0,4.46,20.0,few clouds,1767846120.0,1767894359.0,1767873737.0
Omaruru,-21.4333,15.9333,34.59,32.32,34.59,34.59,1009.0,17.0,2.46,25.0,scattered clouds,1767846106.0,1767894213.0,1767873737.0
Henties Bay,-22.116,14.2845,22.14,22.29,22.14,22.14,1012.0,72.0,4.1,12.0,few clouds,1767846422.0,1767894689.0,1767873663.0
Oshakati,-17.7833,15.6833,33.49,31.36,33.49,33.49,1009.0,19.0,4.78,57.0,broken clouds,1767846581.0,1767893858.0,1767873737.0
Ongwediva,-17.7833,15.7667,33.62,31.49,33.62,33.62,1009.0,19.0,4.9,58.0,broken clouds,1767846561.0,1767893838.0,1767873737.0
Ompundja,-17.9115,15.7014,33.63,31.5,33.63,33.63,1009.0,19.0,4.71,57.0,broken clouds,1767846563.0,1767893868.0,1767873737.0
Eenhana,-17.4667,16.3333,35.66,33.66,35.66,35.66,1008.0,19.0,4.13,38.0,scattered clouds,1767846460.0,1767893667.0,1767873737.0
Helao Nafidi,-17.4247,15.8925,34.19,32.07,34.19,34.19,1009.0,19.0,4.92,28.0,scattered clouds,1767846570.0,1767893768.0,1767873737.0
Tsandi,-17.7463,14.8866,34.41,32.21,34.41,34.41,1009.0,18.0,4.18,28.0,scattered clouds,1767846776.0,1767894045.0,1767873737.0
Okahao,-17.885,15.0667,34.21,32.01,34.21,34.21,1009.0,18.0,4.27,27.0,scattered clouds,1767846718.0,1767894017.0,1767873737.0
Tsumeb,-19.2333,17.7167,34.57,32.93,34.57,34.57,1007.0,23.0,4.46,42.0,scattered clouds,1767845931.0,1767893532.0,1767873713.0
Oniipa,-17.9141,16.0424,34.07,31.95,34.07,34.07,1008.0,19.0,4.83,37.0,scattered clouds,1767846480.0,1767893786.0,1767873737.0
Otjiwarongo,-20.4637,16.6477,33.61,31.56,33.61,33.61,1009.0,20.0,4.11,23.0,few clouds,1767846047.0,1767893929.0,1767873737.0
Grootfontein,-19.5667,18.1167,31.76,31.17,31.76,31.76,1009.0,35.0,2.57,40.0,scattered clouds,1767845797.0,1767893474.0,1767873737.0
Okakarara,-20.5833,17.4333,34.97,32.8,34.97,34.97,1008.0,18.0,3.44,21.0,few clouds,1767845845.0,1767893754.0,1767873738.0
Opuwo,-18.0607,13.84,34.69,32.6,34.69,34.69,1009.0,19.0,1.39,17.0,few clouds,1767846993.0,1767894331.0,1767873738.0
Khorixas,-20.3667,14.9667,34.06,31.62,34.06,34.06,1010.0,14.0,5.27,46.0,scattered clouds,1767846462.0,1767894321.0,1767873738.0
Katima Mulilo,-17.5,24.2667,32.16,32.16,32.16,32.16,1007.0,38.0,3.4,56.0,broken clouds,1767844552.0,1767891766.0,1767873684.0
Kongola,9.0665,-10.1959,29.4,28.04,29.4,29.4,1014.0,27.0,4.67,100.0,overcast clouds,1767855512.0,1767897353.0,1767873738.0
Rundu,-17.9333,19.7667,34.32,32.77,34.32,34.32,1006.0,24.0,2.3,47.0,scattered clouds,1767845584.0,1767892895.0,1767873738.0
Otjiwarongo,-20.4637,16.6477,33.61,31.56,33.61,33.61,1009.0,20.0,4.11,23.0,few clouds,1767846047.0,1767893929.0,1767873737.0
Mariental,-24.6333,17.9667,35.5,32.87,35.5,35.5,1009.0,12.0,1.13,1.0,clear sky,1767845234.0,1767894109.0,1767873738.0
Rehoboth,-23.3167,17.0833,33.34,30.99,33.34,33.34,1010.0,15.0,1.71,14.0,few clouds,1767845607.0,1767894160.0,1767873738.0
Gibeon,37.9724,-76.6197,0.03,-2.27,0.03,1.99,1021.0,91.0,1.88,36.0,scattered clouds,1767874954.0,1767909803.0,1767873738.0
Keetmanshoop,-26.5833,18.1333,35.36,32.79,35.36,35.36,1010.0,13.0,3.48,0.0,clear sky,1767844949.0,1767894314.0,1767873738.0
Lüderitz,-26.6481,15.1594,25.36,25.2,25.36,25.36,1012.0,48.0,10.13,0.0,clear sky,1767845655.0,1767895036.0,1767873738.0
Oranjemund,-28.55,16.4333,23.01,22.75,23.01,23.01,1015.0,53.0,7.8,0.0,clear sky,1767845100.0,1767894979.0,1767873738.0
Karasburg,-28.0167,18.75,34.11,31.55,34.11,34.11,1011.0,8.0,4.26,0.0,clear sky,1767844614.0,1767894352.0,1767873738.0
Gobabis,-22.45,18.9667,34.21,31.93,34.21,34.21,1009.0,17.0,5.57,16.0,few clouds,1767845258.0,1767893605.0,1767873738.0
Leonardville,39.3644,-96.8589,6.5,4.57,6.5,8.09,1001.0,76.0,2.64,100.0,overcast clouds,1767880041.0,1767914434.0,1767873738.0
Witvlei,-22.4,18.4833,33.67,31.4,33.67,33.67,1009.0,17.0,4.0,12.0,few clouds,1767845380.0,1767893715.0,1767873739.0
0537,,,,,,,,,,,,,,
939,,,,,,,,,,,,,,
Windhoek,-22.5594,17.0832,32.27,30.09,31.35,32.27,1010.0,17.0,2.06,40.0,scattered clouds,1767845697.0,1767894070.0,1767877039.0
Swakopmund,-22.6833,14.5333,23.32,23.59,23.32,23.32,1011.0,72.0,3.13,41.0,scattered clouds,1767846295.0,1767894696.0,1767877333.0
Walvis Bay,-22.9575,14.5053,27.53,27.72,27.53,27.53,1011.0,47.0,4.12,0.0,clear sky,1767846269.0,1767894736.0,1767877333.0
Arandis,-22.4167,14.9667,31.46,30.22,31.46,31.46,1010.0,30.0,5.58,12.0,few clouds,1767846222.0,1767894561.0,1767877333.0
Usakos,-22.0,15.6,35.92,33.71,35.92,35.92,1009.0,17.0,5.32,8.0,clear sky,1767846120.0,1767894359.0,1767877333.0
Omaruru,-21.4333,15.9333,35.41,33.07,35.41,35.41,1008.0,16.0,2.8,34.0,scattered clouds,1767846106.0,1767894213.0,1767877333.0
Henties Bay,-22.116,14.2845,22.02,22.16,22.02,22.02,1011.0,72.0,4.26,23.0,few clouds,1767846422.0,1767894689.0,1767877333.0
Oshakati,-17.7833,15.6833,34.38,32.27,34.38,34.38,1008.0,19.0,4.57,32.0,scattered clouds,1767846581.0,1767893858.0,1767877242.0
Ongwediva,-17.7833,15.7667,34.44,32.33,34.44,34.44,1008.0,19.0,4.61,12.0,few clouds,1767846561.0,1767893838.0,1767877314.0
Ompundja,-17.9115,15.7014,34.46,32.35,34.46,34.46,1008.0,19.0,4.38,25.0,scattered clouds,1767846563.0,1767893868.0,1767877333.0
Eenhana,-17.4667,16.3333,36.45,34.42,36.45,36.45,1006.0,18.0,4.04,11.0,few clouds,1767846460.0,1767893667.0,1767877333.0
Helao Nafidi,-17.4247,15.8925,34.92,32.85,34.92,34.92,1007.0,19.0,4.64,12.0,few clouds,1767846570.0,1767893768.0,1767877333.0
Tsandi,-17.7463,14.8866,35.08,32.82,35.08,35.08,1008.0,17.0,4.0,78.0,broken clouds,1767846776.0,1767894045.0,1767877333.0
Okahao,-17.885,15.0667,34.97,32.7,34.97,34.97,1008.0,17.0,4.29,86.0,overcast clouds,1767846718.0,1767894017.0,1767877333.0
Tsumeb,-19.2333,17.7167,33.43,31.75,33.43,33.43,1007.0,24.0,6.83,98.0,overcast clouds,1767845931.0,1767893532.0,1767877334.0
Oniipa,-17.9141,16.0424,34.66,32.57,34.66,34.66,1007.0,19.0,4.31,43.0,scattered clouds,1767846480.0,1767893786.0,1767877334.0
Otjiwarongo,-20.4637,16.6477,33.03,30.97,33.03,33.03,1008.0,20.0,2.79,100.0,overcast clouds,1767846047.0,1767893929.0,1767877334.0
Grootfontein,-19.5667,18.1167,30.76,29.77,30.76,30.76,1008.0,33.0,3.09,50.0,scattered clouds,1767845797.0,1767893474.0,1767877334.0
Okakarara,-20.5833,17.4333,35.14,32.88,35.14,35.14,1007.0,17.0,3.42,91.0,overcast clouds,1767845845.0,1767893754.0,1767877334.0
Opuwo,-18.0607,13.84,35.49,33.25,35.49,35.49,1008.0,17.0,1.44,19.0,few clouds,1767846993.0,1767894331.0,1767877334.0
Khorixas,-20.3667,14.9667,34.95,32.4,34.95,34.95,1009.0,13.0,5.56,9.0,clear sky,1767846462.0,1767894321.0,1767877334.0
Katima Mulilo,-17.5,24.2667,33.79,33.54,33.79,33.79,1006.0,33.0,2.84,97.0,overcast clouds,1767844552.0,1767891766.0,1767877334.0
Kongola,9.0665,-10.1959,30.77,29.07,30.77,30.77,1013.0,24.0,4.43,62.0,broken clouds,1767855512.0,1767897353.0,1767877334.0
Rundu,-17.9333,19.7667,34.84,33.25,34.84,34.84,1006.0,23.0,2.27,81.0,broken clouds,1767845584.0,1767892895.0,1767877334.0
Otjiwarongo,-20.4637,16.6477,33.03,30.97,33.03,33.03,1008.0,20.0,2.79,100.0,overcast clouds,1767846047.0,1767893929.0,1767877334.0
Mariental,-24.6333,17.9667,36.05,33.39,36.05,36.05,1008.0,12.0,1.4,2.0,clear sky,1767845234.0,1767894109.0,1767877334.0
Rehoboth,-23.3167,17.0833,33.97,31.53,33.97,33.97,1009.0,14.0,1.69,12.0,few clouds,1767845607.0,1767894160.0,1767877334.0
Gibeon,37.9724,-76.6197,-0.97,-2.97,-0.97,1.99,1023.0,88.0,1.57,0.0,clear sky,1767874954.0,1767909803.0,1767877334.0
Keetmanshoop,-26.5833,18.1333,36.34,33.66,36.34,36.34,1009.0,12.0,4.88,0.0,clear sky,1767844949.0,1767894314.0,1767877334.0
Lüderitz,-26.6481,15.1594,25.69,25.54,25.69,25.69,1012.0,47.0,11.61,0.0,clear sky,1767845655.0,1767895036.0,1767877290.0
Oranjemund,-28.55,16.4333,22.72,22.48,22.72,22.72,1014.0,55.0,8.11,0.0,clear sky,1767845100.0,1767894979.0,1767877334.0
Karasburg,-28.0167,18.75,35.08,32.37,35.08,35.08,1010.0,6.0,5.58,0.0,clear sky,1767844614.0,1767894352.0,1767877335.0
Gobabis,-22.45,18.9667,33.91,31.64,33.91,33.91,1008.0,17.0,6.15,89.0,overcast clouds,1767845258.0,1767893605.0,1767877335.0
Leonardville,39.3644,-96.8589,6.63,5.89,5.34,7.54,1000.0,87.0,1.43,100.0,light rain,1767880041.0,1767914434.0,1767877335.0
Witvlei,-22.4,18.4833,34.04,31.76,34.04,34.04,1008.0,17.0,4.46,85.0,overcast clouds,1767845380.0,1767893715.0,1767877335.0
